"-0.14676834772943886","-0.20951434300704577","-0.17399125991911313","-0.29439740055975483","-0.2299741001245147","-0.26724667258813445","-0.3241705870533582","-0.29160863147896793","-0.11743267278404917","-0.24772216259949129","-0.1654491494373561","-0.24855627365508437","-0.16003304403290397","-0.14621957424565696","-0.13198594285285511","-0.22020765563458142","-0.19827253439161285","-0.2180571117507531","-0.2525963192576033","-0.32549279585841057"
"-0.353069674843769","-0.24281127349260248","-0.14055587757327193","-0.21544589348949184","-0.287555738989319","-0.270463616418497","-0.2464299293258428","-0.3169535101849472","-0.19517832600670815","-0.3571394026284382","-0.34292357581738203","-0.15049589290629328","-0.1706090951831022","-0.29488758778815655","-0.4006277600399766","-0.1690811095063956","-0.3108739012705168","-0.34006457591081307","-0.20322286593926886","-0.21087338031018646"
"-0.2264567471621762","-0.2840109373897394","-0.1054120224119978","-0.13210786043253323","-0.15594519356095185","-0.1638676584799341","-0.23501622774893466","-0.3201726878178716","-0.2274526975076859","-0.12224824413352468","-0.12998023305755008","-0.24255688428297476","-0.20312471491165549","-0.2967605628839172","-0.3116114966527069","-0.14515115379746826","-0.3599099862567766","-0.31558460490993956","-0.27438413462775474","-0.26092381318302227"
"-0.23319536764536178","-0.22958884698016008","-0.19054100079414538","-0.16957400494645555","-0.31611867226091833","-0.16933009023572926","-0.3273844911411038","-0.1982619186726875","-0.20191948278581828","-0.1201868431765978","-0.274057057951332","-0.12053063613294623","-0.2518181307956711","-0.26008691779891635","-0.1387536390041472","-0.23830911284003797","-0.1512271016534109","-0.21737383253844364","-0.18824864223288248","-0.11201485553534311"
"-0.2543384993332941","-0.25591879469080525","-0.23726996448856139","-0.25510423808045585","-0.23192510890784482","-0.39193880583156926","-0.23716516104012111","-0.18388193747622797","-0.2255517767818719","-0.2636028116755278","-0.2640122688043862","-0.2223315382644981","-0.24003616383026352","-0.09717299849486173","-0.19509203339906256","-0.31850527088216407","-0.16064460256876065","-0.10835743415037444","-0.19477170215936282","-0.5036726307406808"
"-0.0869651467800886","-0.27974052570463337","-0.2761195988978455","-0.15110818707324383","-0.2842812632928927","-0.1572377137514125","-0.20068865402550037","-0.1321726963263627","-0.16355734143583078","-0.2469403733669886","-0.13797472525070537","-0.21850752843535545","-0.32551982646384725","-0.14731241403893","-0.25636076309755806","-0.31999295127367827","-0.24781272820907","-0.19289435271073324","-0.2544290729866092","-0.1719978236345733"
"-0.20362904317184674","-0.11677272055620838","-0.18046793604032474","-0.2690397276559089","-0.19641090352392454","-0.26557678171901566","-0.1500036757966625","-0.1909824318694346","-0.31277706304395586","-0.30728029708025906","-0.13760844848315762","-0.19671302355057338","-0.1518758183056606","-0.1367047971908526","-0.2253745678482536","-0.25438005677228614","-0.1881341960556501","-0.20458360453904323","-0.17954264219328922","-0.1729548824005885"
"-0.1494094756344596","-0.17511048076827637","-0.10762739523773272","-0.16343161757024885","-0.1005882667103066","-0.1293944052981422","-0.329104990286548","-0.13890603565778376","-0.2133423914194873","-0.13636296133894452","-0.2519273987323747","-0.10258842890027192","-0.19550759146676935","-0.2508843082789381","-0.1458156328726016","-0.16752481342399966","-0.15921642526330243","-0.17033687237529954","-0.24366014607549097","-0.15591764901357405"
"-0.18679647682013475","-0.16794809124818108","-0.1681136267366321","-0.08591873753148407","-0.15867192475116051","-0.12791241957996957","-0.16910493583928005","-0.18921317902016624","-0.18174590582790956","-0.11614650853840751","-0.21666139152549796","-0.22366666100919091","-0.2877494534332018","-0.20498239709907298","-0.13853195262674742","-0.17249441281888317","-0.19306383197151586","-0.2173317088315504","-0.2683186755861512","-0.10827560019226555"
"-0.12470749713563034","-0.21404202846807277","-0.09213529254033827","-0.11163322089233149","-0.19841510455417352","-0.20920065952327174","-0.3147371887696975","-0.18711578358639325","-0.15223871223437568","-0.18152560004366336","-0.12955049048023332","-0.09110964165967428","-0.22415445571156667","-0.1461341047074247","-0.12016668902226557","-0.19773411093011992","-0.15835050104799137","-0.12005736795440775","-0.13441346113257427","-0.18494693848927354"
